"primary_keyword","position","location","salary_min","experience_years","english_level","employment","pokes"
Data Science,Senior Data Scientist, Senior Project Manager, Senior Business Analyst, COO, CFO, CPO, CMO,Харьков, remotely,4000,15,fluent,fulltime remote freelance,27
Data Science,Senior Data scientist,Черкассы,4300,15,upper,fulltime remote freelance,11
Data Science,Senior Data Scientist/Lead Data Scientist,Київ,5000,5,upper,fulltime remote freelance relocate,9
Data Science,Senior Data Scientist, Lead Data Scientist,Киев,8000,8,fluent,remote freelance relocate,5
Android,Senior Android Developer,Киев,4000,15,intermediate,fulltime remote,81
Android,Senior C++/Java Android Developer,Львов,4500,6,intermediate,fulltime remote freelance,1
Android,Senior Android Developer,Киев,5000,6,upper,fulltime remote,13
Android,Senior Android Developer,Киев,4000,7,upper,fulltime remote move relocate,36
Android,Senior Android Developer,Одесса,3500,15,intermediate,fulltime remote freelance,10
Android,Senior Android Developer,Львов,4200,5,upper,fulltime remote,4
Android,Senior Android Developer,Харьков,4000,6,intermediate,fulltime,4
Android,Senior Android Software Engineer,Киев,4000,8,fluent,fulltime remote relocate,1
Android,Senior Android Developer,Львів,3500,6,fluent,fulltime remote freelance,16
Android,Middle+/Senior Android Developer,Киев,2500,4,fluent,fulltime remote,1
Android,Senior Software Engineer,Relocate to English speaking countries,1000,6,intermediate,fulltime remote relocate,1
Android,Senior Android Developer,Киев,3700,15,upper,fulltime remote,2
Android,Senior Android Software Engineer,Киев,3500,4,upper,fulltime remote relocate,13
Android,Senior Android Developer,Удаленная работа,4800,6,fluent,remote freelance relocate,7
Android,Senior Android (Java, Kotlin) Developer,Харьков, Одесса, Николаев.,3200,7,upper,fulltime remote move relocate,115
Android,Senior Android Developer,Київ,3500,6,upper,relocate,17
Android,Senior Android Developer,Киев,4100,5,fluent,fulltime remote,15
Android,Senior Android Developer,Амстердам,4000,6,upper,relocate,6
Android,Senior Android Developer,London, Australia, Canada, USA, Amsterdam,2500,4,upper,fulltime remote freelance relocate,18
Android,Senior Android Developer,Киев,4000,5,fluent,fulltime remote,24
Android,Senior Android Developer,Киев, Львов, Одесса,3500,4,intermediate,fulltime remote freelance move relocate,1
Android,Lead Android Developer, Senior Android Developer.,Днепр,3000,9,intermediate,fulltime remote freelance relocate,2
Android,Senior Android Developer,Харьков,4500,6,upper,fulltime remote freelance,3
Android,Senior Android Developer,Киев,3000,5,intermediate,fulltime remote,1
Android,Senior Android Developer,Lviv,4500,6,fluent,fulltime,1
Android,Senior Android Engineer,Киев,4000,5,intermediate,fulltime remote,135
Android,Team Lead, Senior Android Developer,Киев,3800,4,upper,fulltime,6
Android,Senior Android Developer,Одесса,3500,4,pre,fulltime remote,4
Android,Senior Android Developer,Киев, Днепр,3700,7,upper,remote freelance,7
Android,Senior Android Developer, TeamLeading,Киев,5000,15,basic,fulltime remote,1
Android,Android / C++ Senior Developer/Teamlead,Львов,4200,15,intermediate,fulltime,1
Android,Senior Android / Xamarin Developer,Киев,4500,15,upper,remote freelance relocate,37
Android,Senior Android Developer,Kyiv,3000,5,intermediate,fulltime remote freelance move relocate,1
Android,Senior Android Developer,Харьков,3000,7,upper,fulltime,1
Android,Senior Android Developer,Харьков,3500,5,upper,fulltime remote,18
Android,Senior Android Developer / Project Leader / Computer Vision Engineer,Киев,3200,6,intermediate,fulltime remote freelance,1
Android,Senior Android Developer,Киев,4000,5,upper,fulltime remote freelance,16
Android,Senior Android Developer,Киев,4500,4,upper,fulltime remote freelance relocate,46
Android,Senior Android Developer,Киев,4200,4,upper,fulltime remote,8
Android,Senior Android Developer,Киев,4000,4,no english,fulltime remote relocate,3
Android,Senior Android Developer,Киев,3000,4,upper,fulltime remote freelance relocate,33
Android,Senior Android Developer,Харьков,4200,5,upper,fulltime remote freelance relocate,2
Android,Middle/Senior Android developer,Kyiv,2500,5,fluent,remote freelance relocate,43
Android,Senior Android Developer,Remote,4000,5,upper,remote relocate,3
Android,Senior Android Developer,Kyiv, Киев,3500,3,upper,fulltime remote freelance,39
Android,Senior Android Developer,Киев,3500,4,intermediate,fulltime remote freelance move relocate,104
Android,Senior Android Developer,Львов,4000,6,upper,fulltime remote,7
Android,Senior Android Developer,Киев,4200,6,upper,remote freelance relocate,2
Android,Senior Android Developer,Киев,4000,5,upper,fulltime remote,2
Android,Senior Android Developer,Новосибирск,3000,4,pre,fulltime remote freelance relocate,1
Android,Senior Android Developer,Киев,3500,4,upper,fulltime,2
Android,Senior Android Developer,Харьков,4500,8,fluent,fulltime remote freelance relocate,1
Android,Senior Android Developer,Киев,1200,4,upper,remote freelance,4
Android,Senior Android Developer,Киев,3600,4,fluent,fulltime,40
Android,Senior Android Developer,Киев,4500,6,upper,fulltime,60
Android,Senior Android Developer,Киев,4500,8,upper,fulltime remote,14
Android,Senior Android Developer,Днепр,2000,5,pre,fulltime remote freelance,10
Android,Middle+/Senior- Android developer,Киев,3000,3,intermediate,fulltime,23
Android,Senior Android Developer,Киев,3500,7,upper,fulltime,36
Android,Senior Android Developer,Киев,4000,5,upper,fulltime remote,72
Android,Senior Android Developer/Team Lead,Kiev,4300,6,fluent,fulltime relocate,13
Android,Senior Android Developer,Киев,4000,4,fluent,remote freelance relocate,52
Android,Senior Android Developer,Львов,2500,5,intermediate,fulltime remote freelance move,13
Android,Senior Android Developer,Киев,3000,6,intermediate,fulltime remote freelance move relocate,26
Android,Senior Android Developer,EU, UK, Scandinavia,3000,3,upper,remote freelance relocate,45
Android,Senior Android Developer,remote, Киев, Львов, Харьков, Одесса, Днепр, Сумы,2700,6,upper,remote,17
Android,Senior Android Developer,Днепр,5600,15,fluent,fulltime remote freelance,20
Android,Senior Android Developer,Харьков,3700,5,upper,fulltime relocate,1
Android,Senior Android Developer,Киев,3300,6,intermediate,fulltime remote freelance,1
Android,Senior Android Developer,Львов,4000,9,upper,fulltime remote,6
Android,Senior Android Developer,Удаленная работа,3000,5,intermediate,remote freelance,1
Android,Middle/Senior Android Developer,Киев,3300,4,intermediate,remote freelance,1
Android,Senior Android Developer,Киев,4000,6,upper,fulltime,23
Android,Senior Android Developer,Харьков,3000,5,intermediate,fulltime freelance,8
Android,Senior Android Developer,Львов,3000,4,intermediate,fulltime remote freelance,1
Android,Senior Android Developer,Львов,2800,4,upper,fulltime remote move,24
Android,Senior Android Developer,Kiev,4300,7,intermediate,fulltime remote freelance,1
Android,Senior Android Developer,Киев,5000,6,fluent,fulltime,17
Android,Senior Android/IOS Developer,Киев,10000,4,intermediate,fulltime remote freelance,4
Android,Team lead / Senior Android,Киев,5000,8,fluent,fulltime remote,29
Android,Middle-To-Senior Android,Львов,2000,4,intermediate,fulltime remote freelance relocate,1
Android,Senior Android Developer,Киев,3000,5,intermediate,fulltime remote freelance,33
Android,Senior Android Developer,Одесса,3500,4,fluent,remote,1
Android,Senior Android Developer,Харьков,4000,5,upper,fulltime remote relocate,1
Android,Senior Android Developer,remote,3000,9,intermediate,remote,8
Android,Senior or Lead Android Developer,Киев,3500,8,upper,fulltime remote,45
Android,Senior Android Developer,Киев,2700,3,upper,fulltime remote,61
Android,Senior Android Developer,Киев,4000,6,intermediate,fulltime remote freelance,36
Android,Senior/Lead Android Developer,Киев,3000,5,fluent,fulltime remote,8
Android,Senior Android Developer,Ukraine,2200,3,intermediate,remote freelance,1
Android,Middle / Senior Android Developer,Киев,2300,6,intermediate,fulltime,1
Android,Senior Android Developer,Харьков,3500,5,pre,remote,1
Android,Senior Android Developer,Киев,3800,6,intermediate,fulltime remote,1
Android,Senior Android Developer,Ukraine,2700,15,fluent,remote freelance,1
Android,Strong Middle/Senior Android Engineer,Львов,3200,4,upper,fulltime remote,1
Android,Senior Android Developer,Stockholm, Dublin,4000,6,upper,fulltime relocate,13
Android,Strong Senior Android Developer,Киев,5500,6,upper,fulltime remote freelance relocate,14
Android,Senior Android Developer,Киев,5000,8,intermediate,fulltime,14
Android,Senior Android Developer,Remote,3900,5,upper,remote relocate,17
Android,Senior Android Engineer,Киев,4100,6,upper,fulltime remote freelance move relocate,1
Android,Senior Android Developer,Киев,3100,4,fluent,fulltime remote freelance relocate,1
Android,Senior Android Developer,Киев,5000,7,fluent,fulltime remote freelance,34
Android,Senior Android Developer,Одесса,3500,4,upper,fulltime remote freelance move relocate,9
Android,Senior Android Developer,London,5000,7,upper,relocate,2
Android,Senior Android Developer,Киев,3500,4,intermediate,fulltime remote freelance relocate,1
Android,Senior Android Developer, Team Lead, Tech Lead,Харьков,4000,15,intermediate,remote freelance relocate,1
Android,Senior Android Developer,Киев,5000,5,upper,fulltime remote relocate,1
Android,Senior Android Developer,Киев, remote,4000,4,upper,fulltime remote freelance move relocate,53
Android,Senior Android Developer,Киев,4000,4,upper,fulltime remote relocate,17
Android,Senior Android Developer,remote,4000,5,intermediate,remote freelance,1
Android,Senior Android developer,Киев,3500,5,intermediate,fulltime remote,3
Android,Android senior solution architect/Tech lead/CTO,Киев,6000,15,intermediate,fulltime,10
Android,Senior Android Developer,Киев, Винница,4500,5,fluent,remote relocate,23
Android,Senior Android Developer,Киев,4400,6,intermediate,fulltime remote freelance,1
Android,Senior Android Developer,Киев,4500,6,upper,remote freelance,18
Android,Senior Android Developer,Киев,5000,8,upper,fulltime remote freelance,10
Android,Senior Android Developer,Remote,5000,6,fluent,fulltime remote freelance move relocate,24
Android,Senior Android Developer,Одесса,3000,4,upper,fulltime remote,11
Android,Senior Developer C++, Graphics, Android,Киев,3000,5,basic,fulltime remote,1
Android,Senior Android Developer,Ужгород,2500,5,pre,fulltime remote freelance,1
Android,Senior Software Engineer,Киев,5000,5,upper,fulltime remote,42
Android,Senior Android Developer,Винница, Kyiv,2500,4,intermediate,fulltime remote freelance,25
Android,Senior Android (Lead/Architect/CTO),Киев,7000,15,intermediate,fulltime,18
Android,Senior Android Developer,Киев,Харьков,3500,5,intermediate,fulltime move,40
Android,Senior Android Developer,Киев,4000,6,intermediate,fulltime remote relocate,48
Android,Senior Android Developer,Киев,4500,5,intermediate,fulltime remote,17
Android,Middle..Senior Android developer,Киев,2700,5,fluent,fulltime relocate,23
Android,Senior Android Developer,Киев,4000,6,upper,fulltime remote,28
Android,Senior Android Engineer,Remote Only,3000,5,upper,remote freelance,6
Android,Senior Android/React Native Developer,Киев,4500,7,upper,fulltime,30
Android,Senior Android developer,Львов,2300,2.500000,upper,fulltime,4
Android,Senior Software Engineer,Запорожье,3500,15,upper,fulltime remote,5
Android,Senior Android Developer,Kyiv,5300,7,upper,fulltime remote,8
Android,Senior Android Developer,Киев,3000,3,intermediate,fulltime remote,22
Android,Senior Android Developer,Черкассы,3500,4,intermediate,fulltime remote freelance relocate,45
Android,Senior Android developer,Киев,4500,6,intermediate,fulltime remote,17
Android,Senior Android Developer,Львов,4300,7,upper,fulltime remote freelance,8
Android,Technical Lead, Architect, Senior,Харьков,6000,8,upper,fulltime remote freelance,7
Android,Senior android developer/ Team lead,Днепр, EU,3500,15,pre,fulltime remote move relocate,6
Android,Senior Android Developer,Kyiv,1500,4,intermediate,fulltime,43
Android,Senior Android Developer,Львов,3800,5,fluent,fulltime,14
Android,Senior Android Developer,Киев,4500,7,upper,fulltime remote,19
Android,Senior Android Developer,Київ,3700,5,upper,fulltime,11
Android,Senior Android Developer,Харьков,3000,5,intermediate,fulltime remote move,1
Android,Senior Android Developer,Киев,4000,3,fluent,fulltime remote freelance relocate,22
Android,Senior Android Developer,,4500,6,upper,remote freelance,20
Android,Senior Android Developer,Одесса, Киев, USA, EU, Canada,3000,4,upper,fulltime remote freelance move relocate,49
Android,Senior Android Developer,Киев,3000,3,intermediate,fulltime move relocate,18
Android,Senior Android Developer, Flutter developer,Киев, Черкассы,4000,5,fluent,fulltime remote move relocate,11
Android,Senior Android Developer,Киев,4500,4,intermediate,fulltime,8
Android,Senior Android Developer,Kyiv,3900,5,upper,fulltime remote move,16
Android,Senior Android Developer,Киев,3500,4,intermediate,fulltime remote,9
.NET,Senior Asp.Net Developer,Киев,4000,15,upper,fulltime remote freelance,16
.NET,Senior .Net Developer,Киев,4500,7,fluent,fulltime,1
.NET,Full Stack Web Developer (.NET/JS) | Senior,Киев,3200,7,upper,fulltime remote freelance relocate,99
.NET,Senior Full stack developer,Киев,4000,15,intermediate,remote,6
.NET,Senior ASP.NET Developer,Киев,4000,15,upper,fulltime remote relocate,58
.NET,Senior .Net Developer,Киев,2000,7,upper,fulltime remote,8
.NET,Senior .Net Developer,Львов,4500,7,upper,fulltime remote relocate,18
.NET,Senior/Lead .Net Engineer,Львов,3800,15,upper,fulltime,14
.NET,Senior .Net Developer,World,4000,15,upper,remote freelance relocate,68
.NET,Senior Software Engineer,Киев, USA, Canada, EU,4500,15,intermediate,fulltime remote relocate,3
.NET,Senior .NET/Javascript Developer,Харьков,4200,15,fluent,remote freelance,88
.NET,Senior .Net/C# Developer,Киев,4000,15,intermediate,fulltime,34
.NET,Senior .Net Developer/TeamLead,Харьков,4000,10,intermediate,remote freelance,1
.NET,.NET Very Senior Developer/Lead,Киев,5000,15,upper,remote freelance,10
.NET,Senior .Net Developer,Remote,3000,15,intermediate,remote,1
.NET,Lead/Senior full-stack .NET developer,Киев,3500,8,intermediate,fulltime relocate,1
.NET,Senior .Net Developer / AWS Architect,Киев,7000,8,fluent,remote freelance,1
.NET,Senior Full-Stack Developer,remote,3500,4,intermediate,remote,2
.NET,Senior Software Engineer .NET/C#,Днепр,3500,6,intermediate,relocate,1
.NET,Senior .NET Developer,Киев,3500,5,intermediate,fulltime remote,88
.NET,Senior .Net Developer/Architect,Киев,5000,10,fluent,relocate,1
.NET,Senior .Net Developer,Тбилиси,2000,15,intermediate,remote freelance relocate,54
.NET,Senior .Net Developer,Киев,3900,7,intermediate,fulltime,65
.NET,Senior Software Engineer (.Net, some Python),Remote,3500,15,fluent,remote freelance,1
.NET,Senior Software Engineer, Technical Lead,Одесса,4800,15,upper,fulltime remote freelance,1
.NET,Senior .Net Developer,%,3000,15,fluent,relocate,1
.NET,Senior .Net Developer,Харьков, Киев, Одесса,,3700,5,intermediate,fulltime remote freelance move,219
.NET,Senior/Lead ASP.NET Developer,Киев,3200,5,intermediate,fulltime,1
.NET,C# Senior Developer,Киев,4000,6,fluent,remote,39
.NET,.NET Senior Software Developer,Харьков,3600,15,fluent,fulltime,1
