"primary_keyword","position","location","salary_min","experience_years","english_level","employment","pokes"
JavaScript,Senior JavaScript Developer / Full Stack Developer (Angular / AngularJS / NodeJS),Киев,3500,6,upper,fulltime remote relocate,98
JavaScript,Senior React Native Developer,Киев,4000,7,upper,remote,1
JavaScript,Middle+/Senior Angular | Middle full stack Angular&Node.js,Киев,3000,3,upper,fulltime remote relocate,74
JavaScript,Senior HTML / CSS Developer,Киев,5000,6,upper,remote relocate,41
JavaScript,Senior Full Stack Developer (ReactJS / NodeJS / Spring),Kyiv,4500,4,upper,remote freelance,107
JavaScript,Senior Frontend Developer,Uzhhorod, Kyiv, Lviv,3500,3,fluent,remote,53
JavaScript,Senior Front-End/Javascript Developer,Kyiv,4000,15,upper,fulltime remote,51
JavaScript,Senior Javascript Developer / Team Lead,Калининград,5000,7,intermediate,remote relocate,1
JavaScript,Senior (Lead) Frontend/Javascript Developer,Киев,5500,5,upper,fulltime remote,98
JavaScript,Senior Software Engineer,Киев,2700,4,pre,fulltime,56
JavaScript,Senior Web Developer: React, Redux, Node,Харьков,4000,15,upper,relocate,6
JavaScript,Javascript Senior/Team Lead,Львов,4000,5,upper,fulltime remote,22
JavaScript,Senior/Lead JavaScript Software Engineer,Харьков,3500,4,upper,relocate,28
JavaScript,Senior Full Stack JavaScript Engineer / Team Lead,Львов,5000,5,upper,fulltime remote move,16
JavaScript,Senior Software Engineer / Architect Lead,Киев,4500,9,intermediate,remote freelance relocate,17
JavaScript,Senior Frontеnd Developer,Remote, Lviv,3000,8,upper,fulltime remote relocate,34
JavaScript,Senior/Lead Front-end ( React ),Киев,5500,6,upper,fulltime,1
JavaScript,Senior/Lead Software Engineer (JS),Киев,4500,6,fluent,fulltime,47
JavaScript,Senior Front End Developer,Киев,3000,4,intermediate,fulltime relocate,1
JavaScript,Senior React-Native Developer,Киев, Днепр, Львов,4000,3,fluent,remote relocate,189
JavaScript,Senior Software Engineer,San Francisco, New York,5000,15,upper,relocate,2
JavaScript,Senior Front-End Developer,Киев,3500,4,intermediate,fulltime relocate,1
JavaScript,Senior Front-End Developer,удаленная работа только,1000,5,pre,remote freelance,1
JavaScript,Senior JavaScript/TypeScript developer,Киев,3500,15,pre,fulltime remote relocate,1
JavaScript,Senior  front-end Developer,Киев,3500,4,intermediate,fulltime remote move relocate,95
JavaScript,Middle/Senior JS-developer (remote). Angular/React.,Киев,3000,5,upper,remote,12
JavaScript,Senior JavaScript Developer (React / Node.js / React Native),Киев,5000,5,upper,fulltime remote relocate,40
JavaScript,Senior Frontend Developer,Киев,3900,7,fluent,fulltime remote relocate,1
JavaScript,Senior JavaScript Developer,Киев,4000,8,intermediate,fulltime remote,32
JavaScript,Middle/Senior Developer,Днепр,2800,5,intermediate,fulltime,45
JavaScript,Senior Software Engineer,Remote,4500,7,upper,remote,14
JavaScript,JavaScript/React Senior Developer/Lead,Kyiv, Remote,5000,10,upper,fulltime remote freelance,1
JavaScript,Senior Developer Angular / Frontend / Full-stack / TypeScript / JavaScript,Remote,3200,15,upper,remote,22
JavaScript,Senior/Lead Frontend Developer, Competence Leader, Resource Manager, Engineering Manager,Львов,5500,15,upper,fulltime remote,44
JavaScript,Middle/Senior React Developer,Киев,3500,2.500000,fluent,fulltime remote,47
JavaScript,Senior Front-end Developer,Киев,3000,15,intermediate,relocate,1
JavaScript,Senior Software Engineer,Харьков,2300,5,intermediate,fulltime remote freelance move relocate,1
JavaScript,Senior Front-End developer,Киев,2800,4,intermediate,fulltime,1
JavaScript,Senior Front-End Developer,Киев,3500,4,intermediate,fulltime remote relocate,59
JavaScript,Senior Software Engineer,Odessa,3500,4,intermediate,fulltime remote move relocate,1
JavaScript,Senior Javascript/Fullstack Web Developer,Remote,4500,15,upper,remote freelance,23
JavaScript,Senior JavaScript Developer,Киев,3000,2,upper,fulltime remote freelance relocate,1
JavaScript,Senior JavaScript/Front-End Developer,Киев,3500,5,intermediate,fulltime remote,1
JavaScript,Senior Front End Developer,Remote,3500,6,upper,remote freelance relocate,7
JavaScript,Middle / Senior Front-End Developer,Одесса,4000,6,intermediate,fulltime,1
JavaScript,Senior JavaScript Developer,Львов,5000,5,upper,fulltime remote,23
JavaScript,Senior Software Engineer,Киев,4000,8,fluent,fulltime remote relocate,1
JavaScript,Senior Frontend developer,Киев,4000,5,pre,fulltime remote relocate,32
JavaScript,Senior Software Engineer,Одесса,3000,3,fluent,fulltime remote,2
JavaScript,Senior JavaScript Developer,Харьков,4000,5,fluent,remote freelance,46
JavaScript,TeamLead/Senior JavaScript Developer,Киев,4000,15,intermediate,fulltime remote,1
JavaScript,Senior JavaScript/Front-End developer,Киев,3000,3,upper,fulltime,104
JavaScript,[Part Time] Senior React Developer,Киев,5000,7,upper,fulltime,35
JavaScript,Senior JavaScript Developer,Kyiv,4500,6,intermediate,fulltime remote relocate,1
JavaScript,Senior Frontend Developer,Киев,3500,5,pre,freelance,3
JavaScript,Senior frontend developer,Bar,4000,15,upper,remote freelance relocate,1
JavaScript,Senior JavaScript developer,Днепр,2000,6,pre,freelance,18
JavaScript,Senior Front-end Developer,Киев,3200,4,upper,fulltime remote freelance move relocate,1
JavaScript,jun-to-mid JavaScript, senior HTML/CSS,Киев,2200,3,intermediate,fulltime,46
JavaScript,Senior React Native (mobile) developer,remote,3000,8,intermediate,remote,30
JavaScript,Senior Software Engineer,Киев,4500,5,upper,fulltime,29
JavaScript,Senior Front-End Developer,Киев,3000,3,intermediate,fulltime,2
JavaScript,Senior front end Developer,Львов,3200,4,intermediate,remote,1
JavaScript,Senior NodeJS(React, Angular 4) developer,Львов,3000,5,intermediate,fulltime remote freelance move relocate,1
JavaScript,Senior Front-End Developer,Одесса,3000,5,intermediate,fulltime remote relocate,2
JavaScript,Senior Front-End Developer,Киев,2000,6,upper,freelance,1
JavaScript,Senior Front End Developer,Киев,3400,7,upper,remote freelance relocate,9
JavaScript,Senior JavaScript Developer,Kyiv,5000,6,fluent,fulltime remote relocate,1
JavaScript,Senior Software Engineer,Киев,3500,6,fluent,remote freelance relocate,110
JavaScript,Senior Front-End Developer,Львов,3500,6,intermediate,fulltime,1
JavaScript,FE developer Middle/Senior (React/Redux),Warsaw,3000,3,intermediate,fulltime remote relocate,1
JavaScript,Senior Angular 2+ (+Node.js) developer,remote,3000,4,upper,freelance,6
JavaScript,Senior JavaScript Developer, Team Lead,Киев,6500,10,upper,fulltime remote,20
JavaScript,Senior Java Script,удаленно,4500,9,intermediate,remote,1
JavaScript,Frontend Senior/Tech Lead,Киев,4000,4,intermediate,fulltime remote,1
JavaScript,Senior front-end, Team-leader,Киев,4000,8,intermediate,fulltime remote,66
JavaScript,Senior Front End developer,Львов,5800,5,upper,fulltime remote move,110
JavaScript,Senior JavaScript Developer/Lead,Not in UA,5000,9,upper,fulltime relocate,3
JavaScript,Senior HTML-coder, Junior (Front-end, PHP) Developer,Херсон,1600,6,basic,remote freelance,30
JavaScript,Senior Frontend Developer,Киев,2000,4,intermediate,remote freelance,1
JavaScript,Senior JavaScript Developer,Киев,4000,4,upper,fulltime remote freelance relocate,62
JavaScript,Senior JavaScript, NodeJS, AngularJS, ReactJS Developer,Удаленно,2700,15,intermediate,remote,1
JavaScript,Senior Software Engineer,Киев,4000,10,intermediate,remote,5
JavaScript,Senior Frontend Developer (relocation),US, Netherlands, Denmark, Sweden, Norway,4500,7,upper,fulltime relocate,3
JavaScript,Senior / TechLead JavaScript Developer,Киев,4500,7,intermediate,fulltime remote,7
JavaScript,Senior Javascript Engineer,Львов, Київ, Одеса,3000,3,intermediate,fulltime remote move relocate,12
JavaScript,Senior Frontend Software Engineer (remote),remote,4500,15,upper,remote,28
JavaScript,Senior/Lead Front End Developer,Львов,6000,5,upper,fulltime remote freelance move,86
JavaScript,Senior JavaScript Developer,Киев,3000,4,intermediate,remote,20
JavaScript,Senior (Lead) Frontend/Javascript Developer,Remote,5000,15,fluent,remote freelance,68
JavaScript,Senior Front-End Developer,Киев,3400,4,upper,fulltime,1
JavaScript,Senior JavaScript Developer,Киев,4200,7,fluent,fulltime remote,41
JavaScript,Nodejs Senior software developer,Киев,4500,7,upper,fulltime remote move,1
JavaScript,Magento Front-End Senior/Owner,Киев,3800,7,fluent,remote freelance,1
JavaScript,Senior JavaScript Developer,Киев,2000,2,upper,fulltime remote freelance relocate,1
JavaScript,Senior Front-End Developer,Киев,4500,15,upper,fulltime,140
JavaScript,Senior Developer,Киев,4000,5,intermediate,fulltime,1
JavaScript,Senior Fullstack Developer ( Laravel, Vue.js, React ),Николаев,2200,9,upper,fulltime remote,59
JavaScript,Senior Frontend developer, Team Lead,Lviv,3500,5,upper,fulltime remote move relocate,1
JavaScript,Senior React Native developer,Киев,3500,8,intermediate,fulltime,142
JavaScript,Senior Front End Developer,Киев, Одесса,4000,7,pre,fulltime relocate,101
JavaScript,Senior Front End Developer, Senior Full Stack, Tech Lead,Харьков,4500,7,upper,fulltime remote,1
JavaScript,Senior html/css developer,Киев,1700,15,intermediate,fulltime remote,6
JavaScript,Senior Front-end developer,Одесса, Днепр, Харьков,4000,5,upper,fulltime remote move relocate,8
JavaScript,Senior Software Engineer,Львов,4500,8,upper,fulltime move,36
JavaScript,Senior JavaScript Developer,Киев,4000,4,upper,fulltime remote freelance relocate,54
JavaScript,Senior Frontend / Vue.js,Харьков,3700,7,intermediate,fulltime remote,20
JavaScript,Senior Software Engineer (Symfony/React),Киев,3800,8,upper,fulltime remote,131
JavaScript,Senior Front-end developer,Remote,4000,5,fluent,remote freelance relocate,91
JavaScript,Senior JavaScript Developer,Львов, remote,5000,15,upper,fulltime remote move relocate,41
JavaScript,Senior FullStack Web Developer,Днепр, Киев,3000,15,upper,remote freelance,32
JavaScript,Middle/Senior JavaScript Developer,Житомир,3000,5,intermediate,fulltime remote move,45
JavaScript,Senior UI (Angular) developer / lead,Киев,4000,8,upper,fulltime,62
JavaScript,Senior Front End developer (React),Харьков,3500,6,upper,remote freelance,47
JavaScript,Senior UI Developer,Киев,2500,3,upper,fulltime remote relocate,14
JavaScript,Senior Front-end developer,Amsterdam,3500,4,upper,relocate,25
JavaScript,Senior JavaScript Developer,Kyiv (remote),3700,8,upper,remote freelance,37
JavaScript,Senior Front end Developer,Киев,3500,5,intermediate,remote relocate,96
JavaScript,Senior Full-stack Developer / Team Leader,Киев,5000,8,upper,freelance,15
JavaScript,Senior / Lead JavaScript Developer (Mobile: React Native, Web: React/Vue + NodeJS),Lviv, abroad,8000,7,upper,fulltime remote relocate,92
JavaScript,Senior JavaScript Engineer, Team Lead,Remote,5000,8,upper,remote,16
JavaScript,Senior Front-end Developer,Киев,5000,6,upper,fulltime,36
JavaScript,Senior Front-end Developer,Киев,3200,5,intermediate,fulltime,78
JavaScript,Senior Javascript Engineer,Львов,3000,3,intermediate,fulltime remote freelance,34
JavaScript,Senior Software Engineer,Харьков, Киев,4000,8,fluent,fulltime remote move relocate,63
JavaScript,Senior JavaScript Developer,Львов,5500,8,fluent,fulltime remote freelance relocate,32
JavaScript,Senior HTML CSS Coder / Верстальщик / Markup Developer / Front-End Developer,Киев,4000,7,intermediate,fulltime remote freelance,17
JavaScript,Senior Front-End Engineer,Киев,4200,6,upper,fulltime remote,49
JavaScript,Senior Lead Frontend developer,Киев,2500,4,upper,fulltime remote move relocate,54
JavaScript,Senior JavaScript Engineer,Киев,4500,4,upper,fulltime remote relocate,62
JavaScript,Senior Front-end developer,Харьков,2500,7,intermediate,remote freelance,81
JavaScript,Senior NodeJS Developer,Киев,4000,6,fluent,fulltime remote,52
JavaScript,Senior React Native,Dnipro, Kiev, Lviv,3500,2.500000,fluent,fulltime remote move,30
JavaScript,Senior Software Engineer,Львів,3200,15,intermediate,fulltime,38
JavaScript,Frontend Developer Middle/Senior,Одесса,2800,3,basic,fulltime remote freelance move relocate,12
JavaScript,Senior JS Developer,Киев,5500,5,upper,freelance,55
JavaScript,Senior Software Engineer,Киев, Львов, Ивано-Франковск,4500,4,upper,remote relocate,64
JavaScript,Senior Full Stack Developer,Киев,4000,4,intermediate,fulltime,48
JavaScript,Senior Frontend Developer - React, Redux,Николаев,3500,6,upper,remote,9
JavaScript,Senior Software Engineer,Киев,4000,7,intermediate,fulltime freelance move relocate,89
JavaScript,Senior Full Stack Web Developer,Remote,5000,5,upper,remote,2
JavaScript,Senior Software Engineer,Любой,4000,4,upper,remote freelance,1
JavaScript,Senior Fullstack Javascript Developer,Днепр,3000,15,intermediate,remote freelance,34
JavaScript,Senior Frontend Engineer,Киев, Одесса,5000,5,upper,remote,13
JavaScript,Senior Software Engineer,remote,3000,4,upper,remote freelance,56
JavaScript,Senior Javascript Developer,Киев,4500,6,intermediate,fulltime,34
JavaScript,Senior FE developer | FE Team Lead,Киев,5000,5,upper,fulltime remote,32
JavaScript,Senior Frontend Engineer / Technical Lead,Днепр,5000,7,upper,fulltime remote freelance,6
JavaScript,Senior/Lead JavaScript/.Net Engineer,Львов,4300,15,intermediate,fulltime,7
JavaScript,Senior JavaScript Programmer: React/Redux,Kyiv,4000,15,upper,remote freelance,31
JavaScript,Senior Software Engineer,Київ, Львів,6000,5,upper,remote freelance,47
JavaScript,Team lead / Senior JavaScript full stack developer(React/Redux),Киев,5000,15,upper,fulltime relocate,77
JavaScript,Senior JavaScript Developer,Киев,4000,4,upper,fulltime,12
JavaScript,Middle to Senior React/React-native,Киев,3500,2,fluent,fulltime remote,6
JavaScript,Senior Software Engineer/Team Lead,Киев,4800,8,fluent,fulltime remote,49
JavaScript,Senior Full Stack Developer,Zaporizhzhya,3500,5,upper,remote freelance,34
JavaScript,Senior Software Engineer,Днепр,3200,15,pre,fulltime remote,10
JavaScript,Middle/Senior,Винница,2800,8,upper,fulltime remote,20
JavaScript,Senior JavaScript developer,Киев,3500,5,upper,fulltime remote move relocate,168
JavaScript,Senior JavaScript Developer,Киев,3500,5,upper,fulltime,90
JavaScript,Senior Software Engineer,Харьков,4300,8,intermediate,fulltime remote,23
JavaScript,Senior Angular.js / Node.js developer,Харьков,3500,7,fluent,remote,1
JavaScript,Senior front-end developer and architect (Javascript, Angular, Typescript),Киев,4400,15,upper,remote freelance,4
JavaScript,Senior Full Stack JavaScript Engineer,Киев,2500,5,intermediate,fulltime,91
JavaScript,Team lead/senior frontend developer,Киев,5000,5,upper,fulltime remote,32
JavaScript,Senior Front-end developer / UX tech lead (ONLY remote or Australian company/client),Киев,5500,6,fluent,fulltime remote relocate,3
JavaScript,Senior Frontend Developer,Киев,3900,9,fluent,fulltime remote freelance,13
JavaScript,Senior Software Engineer,Киев,5500,7,upper,fulltime remote,14
JavaScript,Middle/Senior Front-End (React) Developer,Харьков,3500,3,upper,fulltime remote,9
JavaScript,Strong Middle / Senior React Developer,Киев,3000,3,upper,fulltime remote,33
JavaScript,Senior React Developer,Харьков,3700,7,upper,remote,19
JavaScript,Team/Tech Lead/Senior Software Engineer,Львов, Харьков,4000,15,upper,fulltime remote relocate,23
JavaScript,Senior frontend developer,Berlin, London, Boston, Helsinki, Munich, Liverpool, New York,5000,8,upper,fulltime relocate,6
JavaScript,Team Lead/Senior,Киев, EU, Canada, USA,8000,10,fluent,fulltime remote relocate,4
Java,Java Developer (Senior, Tech Lead, Team Lead),Киев,4500,15,intermediate,fulltime remote,9
Java,Senior Java Developer,Киев,4500,8,fluent,fulltime remote freelance relocate,50
Java,Senior Java Developer,Днепр,3000,10,upper,fulltime remote,50
Java,Senior Java Developer/Technical Lead,Киев,5500,15,upper,fulltime remote freelance,3
Java,Senior Software Engineer,Kyiv,6000,10,upper,remote freelance,1
Java,Senior Software Engineer,Киев,4000,5,upper,fulltime remote,55
Java,Senior Java Developer / Team lead,Одесса,4500,8,fluent,fulltime,52
Java,Senior/Lead Software Engineer,Киев,4000,9,intermediate,fulltime remote,1
Java,TL/Senior Java Developer,Киев,4500,10,fluent,fulltime remote,7
Java,Senior Java Developer,Харьков,3000,5,upper,fulltime relocate,1
Java,Senior JAVA Developer/Architect,Киев,5500,15,intermediate,remote,1
Java,Senior Java Developer,Киев,4500,6,upper,fulltime,53
Java,Senior Java Developer,Киев,5000,6,upper,fulltime remote freelance,1
Java,Senior Software Engineer,Киев,4500,7,upper,fulltime remote,2
Java,Senior Java Developer, Tech Lead, Software Architect,Киев,6000,7,fluent,fulltime remote relocate,1
Java,Senior Java Developer,Киев,1400,4,intermediate,remote freelance,2
Java,Senior Java Developer / Lead Java Developer,Киев,4500,7,fluent,remote,1
Java,Senior Software Engineer,Kyiv,4800,15,upper,fulltime remote,1
Java,Senior Java/Scala/Kotlin/DevOps Engineer,Киев,4500,7,fluent,remote freelance,31
Java,Senior Java Developer,Киев,6000,7,intermediate,fulltime remote relocate,1
Java,Senior Software Engineer,Киев/Krakow,3500,15,upper,move relocate,59
Java,Senior Java Developer,Amsterdam, Rotterdam, Hague,6600,7,fluent,relocate,1
Java,Senior Java Developer,Krakow, Other Countries,4500,10,upper,fulltime remote relocate,12
Java,Senior Java Engineer,remote,4000,6,upper,remote,13
Java,Senior Java/Scala Developer,Киев,5000,15,upper,fulltime relocate,36
Java,Senior Java Developer,Киев,4700,4,intermediate,fulltime remote,69
Java,Senior Java Developer,Киев,3500,5,intermediate,fulltime,1
Java,Senior Java Developer with Scala knowledge,Remote, Днепр,4000,10,fluent,fulltime remote freelance,1
Java,Senior Java Developer,Киев,3500,15,intermediate,fulltime relocate,1
Java,Senior/Architect Test Automation,any,3500,7,intermediate,freelance,3
Java,Senior/Lead Java Developer remote part time,Харьков,2000,15,fluent,remote freelance,1
Java,Senior Java Developer,Львов,3500,6,fluent,fulltime,1
Java,Senior Java Developer,Киев,5000,6,upper,remote,1
Java,Senior Java Developer,Киев,4600,9,upper,fulltime remote,50
Java,Senior Java developer,Киев,3500,15,intermediate,fulltime remote freelance,1
Java,Senior/Lead Software Engineer,Киев,5000,6,upper,fulltime relocate,1
Java,Lead/Senior Java developer,Киев,4200,4,intermediate,fulltime,1
Java,(Remote) Senior Full stack developer, Front end, Backend, Java/JavaScript,Remote,3000,6,upper,remote freelance,29
Java,Senior Java Developer,Киев,3500,5,intermediate,fulltime,15
Java,Senior Java Developer,Львов,4000,6,intermediate,fulltime remote freelance relocate,26
Java,Senior Java Developer,Kyiv, relocation to USA,4000,4,upper,fulltime remote relocate,21
Java,Senior Java Developer,Киев,3600,7,upper,fulltime,1
Java,Senior Backend Developer (Java/Scala),Киев,4000,7,fluent,fulltime remote,1
Java,Senior Software Engineer (Java/Scala) / Team Lead / BigData,remote,7500,15,upper,fulltime remote,1
Java,Senior Python Developer,Киев,4000,6,fluent,fulltime remote,1
Java,Senior Java Developer,Харьков,4500,7,fluent,fulltime,2
Java,Senior Java Developer,Киев,4000,7,intermediate,fulltime remote,1
Java,Senior Java Developer,Киев,4000,15,upper,fulltime remote freelance,3
Java,Senior Java Developer,Київ,4500,15,upper,fulltime remote,58
Java,Senior Java Developer,Киев,4000,10,intermediate,remote freelance,16
Java,Senior Java Developer,Киев, Amsterdam, Belrin,3800,10,intermediate,fulltime relocate,1
Java,Senior Java Developer,Киев,4500,6,intermediate,fulltime,1
Java,Senior Java Developer,Киев,4000,8,upper,remote freelance,63
Java,Senior Java Developer,Киев,4500,5,upper,fulltime remote,63
Java,Senior Java Developer,Киев,4000,4,intermediate,fulltime remote,1
Java,Senior Java Developer,Киев,5000,8,upper,fulltime,22
Java,Senior Java Developer,Киев,4200,5,upper,fulltime,74
Java,Senior Software Engineer,Киев,4500,5,fluent,fulltime remote freelance relocate,59
Java,Senior Software Developer,Киев,4500,15,upper,fulltime remote,42
Java,Senior Java Software Engineer,Львов,4500,6,upper,fulltime,1
Java,Senior Java Developer,Київ,4500,7,upper,fulltime remote relocate,50
Java,Senior Java Developer,Anywhere,3500,5,fluent,remote freelance,1
Java,Senior Software Engineer (Java),Львів,3500,4,intermediate,fulltime,20
Java,Team Lead / Senior Java Developer,Киев,5000,6,fluent,fulltime remote,1
Java,Senior Java Developer / Team Lead,Remote, Barcelona,7000,15,fluent,remote relocate,16
Java,Senior Java Developer,Europe,3200,15,upper,fulltime remote relocate,26
Java,Senior developer/Tech Lead,Львов, Киев,4500,8,upper,remote freelance,16
Java,Senior Java Developer,Киев,4000,3,fluent,fulltime,2
Java,Senior Java Developer, Java Team Lead,Киев,4700,7,fluent,fulltime remote,1
Java,Senior Java Developer / Team Lead,Киев,4000,6,upper,fulltime,99
Java,Senior Android Developer,Львов,3500,5,upper,fulltime remote freelance,23
Java,Senior Java Developer (только продукт),Киев,4000,7,fluent,fulltime relocate,56
Java,Senior Java Developer,Киев,3600,5,upper,fulltime remote relocate,72
Java,Senior Java Developer,Киев,4500,7,fluent,fulltime,95
Java,Senior Java Developer,EU,4000,5,upper,fulltime relocate,16
Java,Senior Java Developer,Киев,4000,6,upper,fulltime,55
Java,Senior java/mobile developer,Киев,3300,5,upper,fulltime relocate,1
Java,Senior Java Developer,Харьков,3500,5,pre,fulltime remote,82
Java,Senior Java Developer,Одесса, Киев,2500,5,upper,remote freelance,7
Java,Senior Java Developer or Tech. leader,Kiev, Ukraine,5000,15,upper,fulltime relocate,148
Java,Senior Java / DS Developer,Киев,4000,15,upper,fulltime remote,1
Java,Senior Java Developer,Киев,3500,4,intermediate,fulltime remote,1
Java,Senior Developer,Киев,4500,15,upper,fulltime,1
Java,Senior Software Engineer,Киев,3000,3,intermediate,fulltime remote,1
Java,Senior Java/Scala Engineer,Киев,5000,8,intermediate,remote freelance relocate,58
Java,Senior Java Developer,Одесса,3500,8,fluent,fulltime remote relocate,28
Java,Senior Java Developer,Львов,4000,5,intermediate,fulltime remote,26
Java,Senior Java Developer,Киев,4500,6,upper,fulltime remote freelance,49
Java,Senior Java Developer,Харьков,4500,7,upper,fulltime remote freelance,3
Java,Senior Java Developer,Киев,6000,7,upper,fulltime remote,26
Java,Senior Java/Hybris Developer,Kyiv,4500,15,upper,fulltime remote,21
Java,Senior Java Developer,Remote,4500,7,upper,remote,21
Java,Senior Java Developer,Киев,4600,5,intermediate,fulltime remote,1
Java,Senior Java Developer/ Team lead,remote, удаленная работа,3000,6,pre,remote freelance,3
Java,Senior/Lead Java Engineer,Киев,6000,15,fluent,fulltime,10
Java,Java Tech Lead or Senior Java/Scala Developer,Киев,4000,4,intermediate,fulltime freelance relocate,1
Java,Senior Java Developer,Киев,5000,15,upper,fulltime relocate,3
Java,Senior Java Developer,Киев,4000,6,upper,fulltime remote,46
Java,Senior Java Developer,Remote,4000,10,upper,remote relocate,31
Java,Senior Java Developer,Харьков,5000,15,upper,fulltime remote,1
Java,Senior Java Developer,Киев,3300,15,fluent,freelance,72
Java,Senior Java/Scala Developer,Львов,3500,4,upper,fulltime,11
Java,Senior Java Developer,Львов, Киев, Харьков,3000,5,intermediate,remote freelance relocate,1
Java,Senior Java/Scala Developer,Киев,3000,6,upper,fulltime,28
Java,Senior Java Developer,Киев,4500,6,intermediate,remote freelance,1
Java,Middle/Senior Java Developer,Київ,500,4,upper,freelance,1
Java,Senior Java Developer,Киев,5000,10,fluent,fulltime relocate,21
Java,Senior Java Developer,Харьков,3500,15,fluent,fulltime,1
Java,Senior Java Developer,Киев,4700,6,upper,fulltime remote,61
Java,Senior Java Developer,Киев,3500,15,upper,fulltime remote,20
Java,Senior Java Developer / TL / Architect,Харьков,4500,9,intermediate,fulltime remote,1
Java,Senior Java Developer,Киев,4000,4,intermediate,remote freelance,1
Java,Tech Lead/Team Lead/Senior Java Developer,Львов,5000,5,fluent,fulltime remote,2
Java,Senior Java Developer,Харьков, Львов, Одесса, Днепр,3300,3,upper,fulltime move relocate,82
Java,Senior Java Developer,Abroad of Ukraine or in Lviv,4000,8,intermediate,fulltime move relocate,24
Java,Senior Разработчик Java, C++, Qt/Qml,Львов,4000,15,fluent,fulltime remote freelance,21
Java,Senior/Middle Java developer,Киев,3200,4,intermediate,fulltime remote freelance,4
Java,Senior Java Developer,Харьков,4000,6,upper,fulltime remote,10
Java,Senior Java Developer,Львов,3500,3,pre,fulltime,1
Java,Senior Software Engineer,Львів,5000,7,fluent,fulltime remote freelance,10
Java,Senior Java Developer,Киев,3700,5,upper,fulltime remote freelance relocate,2
Java,Senior Java Developer,Киев,4000,6,upper,fulltime remote,160
Java,Senior Java Developer,Киев,4000,5,upper,fulltime remote,73
Java,Senior Java Developer,Kyiv,4500,5,fluent,relocate,16
Java,Senior Java Engineer,Europe/USA/Canada,4300,15,fluent,relocate,2
Java,Senior Software Engineer,Киев,5000,5,upper,fulltime remote freelance relocate,38
Java,Senior Java Developer,Киев,5500,3,upper,fulltime remote freelance relocate,18
Java,Senior Java/React developer, not TeamLead!,Киев,4000,5,upper,fulltime remote freelance,64
Java,Senior Java Developer,Киев,3300,5,intermediate,fulltime remote freelance,1
Java,Senior Java Developer or Team Lead in  Kharkiv or remotely (more preferable),Харьков,4000,15,fluent,fulltime remote freelance,1
Java,Senior Java Developer,Remote,3200,8,intermediate,remote freelance,1
Java,Software Architect & Senior Java Developer Remote,Винница,6000,8,fluent,fulltime remote freelance,3
Java,Senior Java Developer,Киев,3300,3,upper,fulltime,1
Java,Senior Java Developer,Киев,4000,5,upper,fulltime remote freelance move relocate,1
Java,Senior Software Engineer,Киев,3600,5,fluent,fulltime remote,109
Java,Senior Java Developer,Київ,4500,5,upper,fulltime,2
Java,Strong Middle/Senior  Java Software Engineer,Киев,3200,5,upper,fulltime,82
Java,Senior Java/Golang Developer,Киев,4000,15,intermediate,fulltime,105
Java,Middle/Senior Java Developer,Чернигов,2500,2.500000,upper,fulltime remote freelance,6
Java,Senior Java Developer,Киев,3800,5,upper,fulltime,58
Java,Senior Java Developer,Lviv,4700,6,upper,fulltime,16
Java,Lead/Senior Java Developer,Киев,5500,15,upper,fulltime remote,5
Java,Senior Java Developer,удаленно,3600,7,upper,remote,6
Java,Senior Java Developer,Киев,5700,5,intermediate,fulltime remote relocate,1
Java,Senior Java Developer,Киев,3000,5,upper,fulltime remote freelance,1
Java,Senior Java Developer,Киев, Львов, Харьков, Днепр,4000,4,fluent,fulltime remote freelance move relocate,1
Java,Senior/Team Lead Java Developer,Киев,4200,9,fluent,fulltime,1
Java,Senior Java Developer,USA,5000,6,intermediate,fulltime relocate,1
Java,Senior Java Developer,Харьков,3000,3,upper,fulltime,27
Java,Senior Java Developer,Киев,3500,3,intermediate,fulltime,1
Java,Senior Big Data Software Engineer,Киев,3700,3,upper,fulltime,106
Java,Senior Java Developer,Remote job,4000,15,intermediate,remote,1
Java,Senior Java Developer,не важно,4200,8,intermediate,remote freelance,6
Java,Senior Java Developer,Remote,5500,5,upper,remote,19
Java,Senior Java Developer,Киев,4500,6,upper,fulltime remote relocate,50
Java,Senior Java Developer,Киев,5000,4,upper,fulltime remote,1
Java,Senior Java Developer,Киев,4000,5,intermediate,fulltime,78
Java,Senior Java Engineer / Java Solution Architect,Киев,4500,15,upper,fulltime relocate,55
Java,Senior Java Developer,Днепр,3000,5,intermediate,fulltime remote,1
Java,Senior Java Developer,Львов,3800,7,upper,fulltime remote,35
Java,Senior Java Developer,Киев,3500,10,intermediate,fulltime remote,87
Java,Senior Java developer,Львов, remote,3300,5,intermediate,fulltime remote,1
Java,Senior Java Developer,Киев,3500,4,intermediate,fulltime,1
Java,TeamLead/Senior Java developer,Киев,4000,6,intermediate,fulltime remote,1
Java,Senior Java Developer,Харьков,2700,4,intermediate,fulltime,1
Java,Strong-Middle, Senior Java Developer,Киев,3200,4,upper,fulltime,1
Java,Senior Java developer,Удаленно,2000,4,upper,remote,66
Java,Senior Java Developer,Харьков,3500,4,upper,fulltime freelance,20
Java,Senior Java Developer,Киев,4500,15,intermediate,fulltime remote relocate,1
Java,Senior Software Engineer,Киев,5000,3,upper,fulltime,4
Java,Senior Java Developer,Киев,3800,4,intermediate,remote,53
